Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;sar-eu;price;gprstext;edge;batstandby1;battalktime1;cam2features;bodyother;models;featuresother;optionalother
https://www.gsmarena.com/allview_p6_emagic-7998.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p6-emagic.jpg;Allview P6 eMagic;Released 2016, March;138g, 9.7mm thickness;Android 5.1;16GB storage, microSDXC;1;N/A;48,398 hits;"5.0""";480x854 pixels;1 GB RAM;MT8321;2300 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2016, March. Released 2016, March;Discontinued;145 x 72 x 9.7 mm (5.71 x 2.83 x 0.38 in);138 g (4.87 oz);Dual SIM (Micro-SIM, dual stand-by);TFT;5.0 inches, 68.9 cm(~66.0% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 5.1 (Lollipop);Mediatek MT8321 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC (dedicated slot);16GB 1GB RAM;;8 MP, AF;LED flash, HDR, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 2300 mAh, removable;Gold, Brown;0.44 W/kg (head);;;;Up to 153 h;Up to 11 h 30 min;;;;;
https://www.gsmarena.com/allview_p5_emagic-7997.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p5-emagic.jpg;Allview P5 eMagic;Released 2016, March;105g, 9mm thickness;Android 5.1;8GB storage, microSDXC;1;N/A;68,607 hits;"4.5""";480x800 pixels;1 GB RAM;MT6580;1400 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2016, March. Released 2016, March;Discontinued;133.1 x 66.5 x 9 mm (5.24 x 2.62 x 0.35 in);105 g (3.70 oz);Dual SIM (Micro-SIM, dual stand-by);TFT;4.5 inches, 57.6 cm(~65.1% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~207 ppi density);;Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC (dedicated slot);8GB 1GB RAM;;5 MP, AF;LED flash, HDR;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 1600 mAh, removable;Dark blue, Gold;1.03 W/kg (head);;;;Up to 160 h;Up to 7 h 40 min;;;;;
https://www.gsmarena.com/allview_p4_emagic-7996.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p4-emagic.jpg;Allview P4 eMagic;Released 2016, March;105g, 10mm thickness;Android 5.1;8GB storage, microSDXC;1;N/A;54,749 hits;"4.0""";480x800 pixels;1 GB RAM;MT6580;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2016, March. Released 2016, March;Discontinued;125.6 x 64.4 x 10 mm (4.94 x 2.54 x 0.39 in);105 g (3.70 oz);Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by);TFT;4.0 inches, 45.5 cm(~56.3% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC (dedicated slot);8GB 1GB RAM;;5 MP;LED flash, HDR;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1400 mAh, removable;Black;0.67 W/kg (head);;;;Up to 200 h;Up to 7 h;;;;;
https://www.gsmarena.com/allview_x3_soul-7913.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x3-soul.jpg;Allview X3 Soul;Released 2016, January;147.6g, 6.9mm thickness;Android 5.1;32GB storage, microSDXC;8;N/A;116,269 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6753;3150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, January. Released 2016, January;Discontinued;151.9 x 74.6 x 6.9 mm (5.98 x 2.94 x 0.27 in);147.6 g (5.22 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);AMOLED;5.5 inches, 83.4 cm(~73.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Corning Gorilla Glass 3;Android 5.1 (Lollipop);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC (uses shared SIM slot);32GB 3GB RAM;;13 MP, f/2.0, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;USB Type-C;Accelerometer, proximity, compass;Li-Po 3150 mAh, non-removable;Black, Gold;0.55 W/kg (head);About 300 EUR;;;Up to 210 h (3G);Up to 15 h (3G);;;X3_Soul;;
https://www.gsmarena.com/allview_x2_soul_style_+_platinum-7912.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x2-soul-style-plus.jpg;Allview X2 Soul Style + Platinum;Released 2015, November;128g, 7mm thickness;Android 5.1;16GB storage, microSDXC;3;N/A;67,128 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6735;2350 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, November. Released 2015, November;Discontinued;142.4 x 71.2 x 7 mm (5.61 x 2.80 x 0.28 in);128 g (4.52 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~68.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC (uses shared SIM slot);16GB 3GB RAM;;13 MP, f/2.2, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2350 mAh, non-removable;Silver;0.72 W/kg (head);About 200 EUR;;;Up to 235 h (3G);Up to 7 h 20 min (3G);;;;;
https://www.gsmarena.com/allview_x2_soul_style-7911.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x2-soul-style.jpg;Allview X2 Soul Style;Released 2015, November;128g, 7mm thickness;Android 5.1;16GB storage, microSDXC;2;N/A;60,101 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6735;2350 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, November. Released 2015, November;Discontinued;142.4 x 71.2 x 7 mm (5.61 x 2.80 x 0.28 in);128 g (4.52 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~68.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC (uses shared SIM slot);16GB 2GB RAM;;13 MP, f/2.2, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2350 mAh, non-removable;Silver;0.72 W/kg (head);About 180 EUR;;;Up to 235 h (3G);Up to 7 h 20 min (3G);;;;;
https://www.gsmarena.com/allview_x2_soul_lite-7910.php;https://fdn2.gsmarena.com/vv/bigpic/allview-x2-soul-lite.jpg;Allview X2 Soul Lite;Released 2015, September;137g, 8mm thickness;Android 5.0;16GB storage, microSDXC;2;N/A;62,409 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6735;2400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, September. Released 2015, September;Discontinued;143 x 70.3 x 8 mm (5.63 x 2.77 x 0.31 in);137 g (4.83 oz);Hybrid Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~68.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 5.0 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC (uses shared SIM slot);16GB 1GB RAM;;8 MP, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 2400 mAh, removable;Black, white;0.63 W/kg (head);About 160 EUR;;;Up to 240 h (3G);Up to 10 h 25 min (3G);;;;;
https://www.gsmarena.com/allview_v2_viper_x+-7909.php;https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-x-plus.jpg;Allview V2 Viper X+;Released 2015, October;155.3g, 7.2mm thickness;Android 5.1;16GB storage, microSDXC;8;N/A;76,875 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6753;3150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, October. Released 2015, October;Discontinued;154 x 77 x 7.2 mm (6.06 x 3.03 x 0.28 in);155.3 g (5.47 oz);Dual SIM (Micro-SIM, dual stand-by);AMOLED;5.5 inches, 83.4 cm(~70.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Corning Gorilla Glass 3;Android 5.1 (Lollipop);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC;16GB 3GB RAM;;13 MP, f/2.0, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.0, A2DP, EDR;GPS;No;FM radio;USB Type-C;Accelerometer, proximity, compass;Li-Po 3150 mAh, removable;Dark blue, Golden pearl;0.69 W/kg (head);About 300 EUR;;;Up to 393 h (3G);Up to 13 h 40 min (3G);;;;;
https://www.gsmarena.com/allview_v2_viper_x-7908.php;https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-x.jpg;Allview V2 Viper X;Released 2015, October;155.3g, 7.2mm thickness;Android 5.1;16GB storage, microSDXC;3;N/A;57,619 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6753;3150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 39, 40, 41;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, October. Released 2015, October;Discontinued;154 x 77 x 7.2 mm (6.06 x 3.03 x 0.28 in);155.3 g (5.47 oz);Dual SIM (Micro-SIM, dual stand-by);AMOLED;5.5 inches, 83.4 cm(~70.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Corning Gorilla Glass 3;Android 5.1 (Lollipop);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC;16GB 1GB RAM;;13 MP, f/2.0, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.0, A2DP, EDR;GPS;No;FM radio;USB Type-C;Accelerometer, proximity, compass;Li-Po 3150 mAh, removable;Dark blue, Golden pearl;0.69 W/kg (head);About 250 EUR;;;Up to 393 h (3G);Up to 13 h 40 min (3G);;;;;
https://www.gsmarena.com/allview_v2_viper-7907.php;https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper.jpg;Allview V2 Viper;Released 2015, October;143g, 7.9mm thickness;Android 5.0;16GB storage, microSDXC;2;N/A;65,181 hits;"4.7""";720x1280 pixels;1 GB RAM;MT6735;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, October. Released 2015, October;Discontinued;137.2 x 67 x 7.9 mm (5.40 x 2.64 x 0.31 in);143 g (5.04 oz);Dual SIM (Micro-SIM, dual stand-by);AMOLED;4.7 inches, 60.9 cm(~66.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Scratch-resistant glass;Android 5.0 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC;16GB 1GB RAM;;8 MP, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2000 mAh, removable;Blue, white;0.83 W/kg (head);About 200 EUR;;;Up to 200 h (3G);Up to 9 h (3G);;;;;
https://www.gsmarena.com/allview_v2_viper_i-7906.php;https://fdn2.gsmarena.com/vv/bigpic/allview-v2-viper-i.jpg;Allview V2 Viper i;Released 2015, December;153g, 8.9mm thickness;Android 5.1;16GB storage, microSDXC;1;N/A;51,543 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2015, December. Released 2015, December;Discontinued;143.3 x 72 x 8.9 mm (5.64 x 2.83 x 0.35 in);153 g (5.40 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;16GB 1GB RAM;;5 MP, AF;LED flash, HDR;720p;2 MP;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2000 mAh, removable;Black, white;0.79 W/kg (head);About 120 EUR;;;Up to 200 h (3G);Up to 8 h 20 min (3G);;;;;
https://www.gsmarena.com/allview_p8_energy_mini-7905.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p8-en-mini.jpg;Allview P8 Energy mini;Released 2016, January;200g, 8.9mm thickness;Android 5.1;16GB storage, microSDXC;7;N/A;97,033 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6580;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2016, January. Released 2016, January;Discontinued;143.3 x 72 x 8.9 mm (5.64 x 2.83 x 0.35 in);200 g (7.05 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;16GB 2GB RAM;;8 MP, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 4000 mAh, removable;White, Gray, Gold;0.74 W/kg (head);About 170 EUR;;;Up to 400 h (3G);Up to 25 h (3G);;;;;
https://www.gsmarena.com/allview_p5_pro-7904.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p5-pro.jpg;Allview P5 Pro;Released 2016, January;118.5g, 9.3mm thickness;Android 5.1;8GB storage, microSDXC;0;N/A;68,235 hits;"4.5""";480x854 pixels;1 GB RAM;MT6735M;1700 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 7, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, January. Released 2016, January;Discontinued;136 x 67.6 x 9.3 mm (5.35 x 2.66 x 0.37 in);118.5 g (4.20 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;4.5 inches, 55.8 cm(~60.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;Android 5.1 (Lollipop);Mediatek MT6735M (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720;microSDXC;8GB 1GB RAM;;5 MP, AF;LED flash, HDR, panorama;720p;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1700 mAh, removable;Black;0.73 W/kg (head);About 130 EUR;;;Up to 141 h (3G);Up to 8 h (3G);;;;;
https://www.gsmarena.com/allview_ax4_nano_plus-7633.php;https://fdn2.gsmarena.com/vv/bigpic/allview-ax4-nano-plus.jpg;Allview AX4 Nano Plus;Released 2015, June;300g, 10mm thickness;Android 4.4.2;8GB storage, microSDHC;0;N/A;66,098 hits;"7.0""";600x1024 pixels;512 MB RAM;MT8312;2700 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2015, June. Released 2015, June;Discontinued;189 x 108 x 10 mm (7.44 x 4.25 x 0.39 in);300 g (10.58 oz);Micro-SIM;TFT;7.0 inches, 137.9 cm(~67.6% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);;Android 4.4.2 (KitKat);Mediatek MT8312 (28 nm);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);8GB 512MB RAM;;VGA;;Yes;No;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;GPS;No;FM Radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2700 mAh, non-removable;Black, White;1.30 W/kg (body);;;;Up to 270 h;Up to 4 h 30 min;;;;;
https://www.gsmarena.com/allview_viva_c701-7584.php;https://fdn2.gsmarena.com/vv/bigpic/allview-c701.jpg;Allview Viva C701;Released 2015, September;296g, 10.7mm thickness;Android 5.1;8GB storage, microSDHC;2;N/A;63,744 hits;"7.0""";600x1024 pixels;1 GB RAM;;2700 mAh Li-Po;N/A;;;;2015, September. Released 2015, September;Discontinued;189 x 108 x 10.7 mm (7.44 x 4.25 x 0.42 in);296 g (10.44 oz);No;TFT, 256K colors;7.0 inches, 137.9 cm(~67.6% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);;Android 5.1 (Lollipop);;Quad-core 1.2 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);8GB 1GB RAM;;VGA;;Yes;No;;Wi-Fi 802.11 b/g/n;No;;No;No;microUSB 2.0;Accelerometer;Li-Po 2700 mAh, non-removable;White, Black;;;No;No;Up to 270 h;Up to 4 h;;;;;
https://www.gsmarena.com/allview_p6_pro-7777.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p6-pro.jpg;Allview P6 Pro;Released 2015, November;154g, 8.1mm thickness;Android 5.1;8GB storage, microSDXC;3;N/A;123,450 hits;"5.0""";720x1280 pixels;1 GB RAM;;3140 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;LTE 900 / 1800 / 2100 / 2600 TD-LTE 2600;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, November. Released 2015, November;Discontinued;144 x 73 x 8.1 mm (5.67 x 2.87 x 0.32 in);154 g (5.43 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~65.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 5.1 (Lollipop);;Quad-core 1.0 GHz Cortex-A53;Mali-T720;microSDXC;8GB 1GB RAM;;8 MP, AF;LED flash, HDR;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 3140 mAh, non-removable;Black;;About 100 EUR;;;Up to 392 h (3G);Up to 13 h 40 min (3G);;;P6 PRO;;
https://www.gsmarena.com/allview_p8_energy-7583.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p8-energy1.jpg;Allview P8 Energy;Released 2015, September;212g, 8.5mm thickness;Android 5.1;16GB storage, microSDXC;16;N/A;174,387 hits;"5.5""";720x1280 pixels;2 GB RAM;MT6735;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 38, 39, 40;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, September. Released 2015, September;Discontinued;152 x 76 x 8.5 mm (5.98 x 2.99 x 0.33 in);212 g (7.48 oz);Dual SIM (Micro-SIM, dual stand-by);AMOLED;5.5 inches, 83.4 cm(~72.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Corning Gorilla Glass 3;Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC;16GB 2GB RAM;;13 MP, AF;LED flash, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 6000 mAh, non-removable;Black, White, Brown;0.35 W/kg (head);About 300 EUR;;;Up to 750 h;Up to 25 h;;;;;
https://www.gsmarena.com/allview_p5_energy-7582.php;https://fdn2.gsmarena.com/vv/bigpic/allview-p5-energy.jpg;Allview P5 Energy;Released 2015, September;156.5g, 11.2mm thickness;Android 5.1;16GB storage, microSDHC;3;N/A;92,707 hits;"4.5""";480x854 pixels;1 GB RAM;MT6735M;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;3, 7, 20, 38, 40;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, September. Released 2015, September;Discontinued;134.2 x 66.2 x 11.2 mm (5.28 x 2.61 x 0.44 in);156.5 g (5.54 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;4.5 inches, 55.8 cm(~62.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;Android 5.1 (Lollipop);Mediatek MT6735M (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDHC;16GB 1GB RAM;;5 MP, AF;LED flash, HDR;720p;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 4000 mAh, removable;Black, White;0.69 W/kg (head);About 140 EUR;;;Up to 500 h;Up to 19 h;;;;;
https://www.gsmarena.com/allview_e4-7580.php;https://fdn2.gsmarena.com/vv/bigpic/allview-e4.jpg;Allview E4;Released 2015, September;130g, 8.6mm thickness;Android 5.1;16GB storage, microSDHC;3;N/A;69,809 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6753;2100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;2, 3, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, September. Released 2015, September;Discontinued;140.7 x 70.2 x 8.6 mm (5.54 x 2.76 x 0.34 in);130 g (4.59 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~69.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 5.1 (Lollipop);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDHC;16GB 2GB RAM;;13 MP, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 2100 mAh, removable;Black, White;1.23 W/kg (head);About 240 EUR;;;Up to 210 h;Up to 9 h 30 min;LED flash;;;;
https://www.gsmarena.com/allview_e4_lite-7581.php;https://fdn2.gsmarena.com/vv/bigpic/allview-e4-lite.jpg;Allview E4 Lite;Released 2015, September;128g, 8.6mm thickness;Android 5.1;8GB storage, microSDHC;1;N/A;84,318 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6735;2100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;2, 3, 20, 38;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, September. Released 2015, September;Discontinued;140.7 x 70.2 x 8.6 mm (5.54 x 2.76 x 0.34 in);128 g (4.52 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~69.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDHC;8GB 1GB RAM;;13 MP, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 2100 mAh, removable;Black, White;1.27 W/kg (head);;;;Up to 210 h;Up to 10 h;LED flash;;;;
