Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;gprstext;edge;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;os;memoryslot;cam1modules;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;cpu;internalmemory;cam1features;cam1video;cam2modules;cam2video;models;displayother;chipset;gpu;cam2features;displayprotection;memoryother;optionalother;featuresother;tbench;batlife;net5g;sar-eu;batstandby1;battalktime1;batmusicplayback1;sar-us
https://www.gsmarena.com/huawei_mate_50e-11859.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-50e.jpg;Huawei Mate 50E;Released 2022, October 23;201g, 8mm thickness;HarmonyOS 3.0;128GB/256GB storage, NM;38;0.8%;94,336 hits;"6.7""";1224x2700 pixels;8 GB RAM;Snapdragon 778G 5G;4460 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41;HSPA, LTE-A;;;2022, September 06;Available. Released 2022, October 23;161.5 x 76.1 x 8 mm (6.36 x 3.00 x 0.31 in);201 g (7.09 oz);;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;OLED, 1B colors, 90Hz;6.7 inches, 108.9 cm(~88.6% screen-to-body ratio);1224 x 2700 pixels (~442 ppi density);HarmonyOS 3.0;NM (Nano Memory), up to 256GB (uses shared SIM slot);50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, Laser AF, OIS13 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot;5.2, A2DP, LE;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass, color spectrum;Li-Po 4460 mAh, non-removable;Black, Silver, Purple;About 580 EUR;Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55);128GB 8GB RAM, 256GB 8GB RAM;LED flash, panorama, HDR;4K@30/60fps, 1080p@30/60/120fps, gyro-EIS;13 MP, f/2.4, 18mm (ultrawide);4K@30/60fps, 1080p@30/60fps;;;Qualcomm SM7325 Snapdragon 778G 5G (6 nm);Adreno 642L;HDR, panorama;;UFS 3.1;32-bit/384kHz audio;;;;;;;;;
https://www.gsmarena.com/huawei_mate_50-11857.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-50.jpg;Huawei Mate 50;Released 2022, September 28;202g / 206g, 8mm thickness;"EMUI 13; HarmonyOS 3.0";128GB/256GB/512GB storage, NM;75;1.8%;235,212 hits;"6.7""";1224x2700 pixels;8 GB RAM;Snapdragon 8+ Gen 1 4G;4460 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - International;HSPA, LTE-A;;;2022, September 06;Available. Released 2022, September 28;161.5 x 76.1 x 8 mm (6.36 x 3.00 x 0.31 in);202 g / 206 g (7.13 oz);;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 2m for 30 min);OLED, 1B colors, 90Hz;6.7 inches, 108.9 cm(~88.6% screen-to-body ratio);1224 x 2700 pixels (~442 ppi density);"EMUI 13 (International); HarmonyOS 3.0 (China)";NM (Nano Memory), up to 256GB (uses shared SIM slot);50 MP, f/1.4-f/4.0, 24mm (wide), PDAF, Laser AF, OIS12 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom13 MP, f/2.2, 13mm, 120˚ (ultrawide), PDAF;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot;5.2, A2DP, LE;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);Yes;No;USB Type-C 3.1, OTG, Display Port 1.2;Fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass, color spectrum;Li-Po 4460 mAh, non-removable;Black, Silver, Purple, Orange;About 720 EUR;Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510);128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM;LED flash, panorama, HDR;4K@30/60fps, 1080p@30/60/120/240fps, 1080p@960fps, gyro-EIS;13 MP, f/2.4, 18mm (ultrawide);4K@30/60fps, 1080p@30/60/240fps;CET-AL00, CET-LX9;;Qualcomm SM8475 Snapdragon 8+ Gen 1 4G (4 nm);Adreno 730;HDR, panorama;Huawei Kunlun Glass;UFS 3.1;32-bit/384kHz audio;BDS Satellite Message (sending only);;;;;;;;
https://www.gsmarena.com/huawei_nova_10z-11853.php;https://fdn2.gsmarena.com/vv/bigpic/huavei-nova-10z.jpg;Huawei nova 10z;Released 2022, September 26;179g, 8.4mm thickness;HarmonyOS 2.0;128GB/256GB storage, no card slot;11;0.7%;92,733 hits;"6.6""";1080x2400 pixels;8 GB RAM;;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 34, 38, 39, 40, 41;HSPA, LTE-A;;;2022, September 06;Available. Released 2022, September 26;160.7 x 73.3 x 8.4 mm (6.33 x 2.89 x 0.33 in);179 g (6.31 oz);;Dual SIM (Nano-SIM, dual stand-by);Splash resistant;IPS LCD;6.6 inches, 105.2 cm(~89.3% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~399 ppi density);HarmonyOS 2.0;No;64 MP, f/1.9, 27mm (wide), PDAF8 MP, f/2.4, (ultrawide)2 MP, f/2.4, (macro), PDAF;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.1, A2DP, LE;GPS, GLONASS, GALILEO, BDS, QZSS;No;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, compass;Li-Po 4000 mAh, non-removable;Black, Silver, Green;About 260 EUR;;128GB 8GB RAM, 256GB 8GB RAM;LED flash, Panorama, HDR;1080p@30fps;16 MP, f/2.0, (wide);1080p@30fps;CHA-AL80;;;;;;;;Virtual proximity sensing;;;;;;;;
https://www.gsmarena.com/huawei_matepad_pro_11_(2022)-11720.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-matepad-pro-11-2022-ofic.jpg;Huawei MatePad Pro 11 (2022);Released 2022, August 10;449g (455g cellular model), 5.9mm thickness;HarmonyOS 3.0;128GB/256GB/512GB storage, no card slot;62;1.3%;201,405 hits;"11.0""";2560x1600 pixels;8/12 GB RAM;Snapdragon 870 5G;8300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;LTE;HSPA, LTE;;;2022, July 27;Available. Released 2022, August 10;249.2 x 160.4 x 5.9 mm (9.81 x 6.31 x 0.23 in);449 g (455 g cellular model) (15.84 oz);;Nano-SIM;Stylus support;OLED, 1B colors, 120Hz, 600 nits (typ);11.0 inches, 350.9 cm(~87.8% screen-to-body ratio);2560 x 1600 pixels, 16:10 ratio (~274 ppi density);HarmonyOS 3.0;No;13 MP, f/1.8, (wide), PDAF8 MP, f/2.2, (ultrawide);Wi-Fi 802.11 a/b/g/n/ac/6, tri-band (dual-band for GOT-W29), Wi-Fi Direct, hotspot;5.2, (5.1 for GOT-W29), A2DP, LE;GPS, GLONASS, BDS, GALILEO, QZSS;No;No;USB Type-C 3.1, OTG;Accelerometer, gyro, proximity, compass;Li-Po 8300 mAh, non-removable;Golden Black, Galaxy Blue, Crystal White, Brocade White;About 500 EUR;Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585) - GOT-W29Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55) - GOT-W09, GOT-AL09, GOT-AL19;128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM;LED flash, HDR, panorama;4K@30fps, 1080p@30fps;16 MP, f/2.2;1080p@30fps;GOT-W09, GOT-W29, GOT-AL09, GOT-AL19;;Qualcomm SM8250-AC Snapdragon 870 5G (7 nm) - GOT-W29Qualcomm SM8350 Snapdragon 888 (5 nm) - GOT-W09, GOT-AL09, GOT-AL19;Adreno 650 - GOT-W29Adreno 660 - GOT-W09, GOT-AL09, GOT-AL19;;;UFS 3.1;;;AnTuTu: 780161 (v9)GeekBench: 3685 (v5.1)GFXBench: 37fps (ES 3.1 onscreen);;;;;;;
https://www.gsmarena.com/huawei_nova_10_pro-11640.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-10-pro.jpg;Huawei nova 10 Pro;Released 2022, July 10;191g, 7.9mm thickness;HarmonyOS 2.0;128GB/256GB storage, no card slot;83;2.7%;551,108 hits;"6.78""";1200x2652 pixels;8 GB RAM;Snapdragon 778G 4G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41;HSPA, LTE-A, 5G;;;2022, July 04;Available. Released 2022, July 10;164.2 x 74.5 x 7.9 mm (6.46 x 2.93 x 0.31 in);191 g (6.74 oz);;Dual SIM (Nano-SIM, dual stand-by);;OLED, 1B colors, HDR10, 120Hz;6.78 inches, 111.4 cm(~91.1% screen-to-body ratio);1200 x 2652 pixels (~429 ppi density);HarmonyOS 2.0;No;50 MP, f/1.8, 27mm (wide), PDAF8 MP, f/2.2, 112˚ (ultrawide), AF2 MP, f/2.4, (depth);Wi-Fi 802.11 a/b/g/n/a/6, dual-band, Wi-Fi Direct, hotspot;5.2, A2DP, LE;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);Yes;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, compass;Li-Po 4500 mAh, non-removable;Black, Silver, Green, Violet;About 730 EUR;Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670);128GB 8GB RAM, 256GB 8GB RAM;LED flash, panorama, HDR;4K, 1080p, 720p@960fps, gyro-EIS;8 MP, f/2.2, 52mm (portrait), AF60 MP, f/2.4, 17mm, 100˚ (ultrawide), AF;4K@30fps, 1080p@30fps, gyro-EIS;GLA-AL00, GLA-LX1;;Qualcomm SM7325 Snapdragon 778G 4G (6 nm);Adreno 642L;HDR;;;;Virtual proximity sensing;AnTuTu: 528847 (v9)GeekBench: 2794 (v5.1)GFXBench: 23fps (ES 3.1 onscreen);;;;;;;
https://www.gsmarena.com/huawei_nova_10-11641.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-10.jpg;Huawei nova 10;Released 2022, July 10;168g, 6.9mm thickness;HarmonyOS 2.0, EMUI 12;128GB/256GB storage, no card slot;42;2.6%;348,109 hits;"6.67""";1080x2400 pixels;8 GB RAM;Snapdragon 778G 4G;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - Europe;HSPA, LTE-A;;;2022, July 04;Available. Released 2022, July 10;162.2 x 73.9 x 6.9 mm (6.39 x 2.91 x 0.27 in);168 g (5.93 oz);;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;OLED, 1B colors, 120Hz, HDR10;6.67 inches, 107.4 cm(~89.6% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~395 ppi density);HarmonyOS 2.0 (China), EMUI 12 (Europe), no Google Play Services;No;50 MP, f/1.9, 27mm (wide), PDAF8 MP, f/2.2, 112˚ (ultrawide)2 MP, f/2.4, (depth);Wi-Fi 802.11 a/b/g/n/a/6, dual-band, Wi-Fi Direct, hotspot;5.2, A2DP, LE;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);Yes;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, compass;Li-Po 4000 mAh, non-removable;Black, Silver, Green, Violet;About 500 EUR;Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670);128GB 8GB RAM, 256GB 8GB RAM;LED flash, panorama, HDR;4K, 1080p, 720p@960fps, gyro-EIS;60 MP, f/2.4, 100˚ (ultrawide);4K@30fps, 1080p@30fps, gyro-EIS;NCO-AL00, NCO-LX1;;Qualcomm SM7325 Snapdragon 778G 4G (6 nm);Adreno 642L;HDR;;;;Virtual proximity sensing;;;;;;;;
https://www.gsmarena.com/huawei_nova_y90-11639.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-y90.jpg;Huawei nova Y90;Released 2022, July 27;195g, 8.4mm thickness;EMUI 12;128GB storage, no card slot;32;3.0%;351,634 hits;"6.7""";1080x2388 pixels;4-8 GB RAM;Snapdragon 680 4G;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM);HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;HSPA, LTE-A;;;2022, June 23;Available. Released 2022, July 27;163.3 x 74.7 x 8.4 mm (6.43 x 2.94 x 0.33 in);195 g (6.88 oz);;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 90Hz;6.7 inches, 108.7 cm(~89.1% screen-to-body ratio);1080 x 2388 pixels (~391 ppi density);EMUI 12;No;50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.0, A2DP, LE;GPS, GLONASS, BDS, GALILEO, QZSS;Yes (market/region dependent);No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, compass;Li-Po 5000 mAh, non-removable;Crystal Blue, Pearl White, Emerald Green, Midnight Black;;Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver);128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0;1080p@30fps;CTR-LX2, CTR-LX1;;Qualcomm SM6225 Snapdragon 680 4G (6 nm);Adreno 610;;;;;Virtual proximity sensing;;;;;;;;
https://www.gsmarena.com/huawei_matepad_10_4_(2022)-11525.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-matepad-104-2022.jpg;Huawei MatePad 10.4 (2022);Released 2022, May 13;460g, 7.5mm thickness;Android 10, EMUI 10.1;64GB/128GB storage, microSDXC;16;1.0%;148,423 hits;"10.4""";1200x2000 pixels;4/6 GB RAM;Kirin 820 5G;7250 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);HSPA, LTE-A;;;2022, May 13;Available. Released 2022, May 13;245.2 x 155 x 7.5 mm (9.65 x 6.10 x 0.30 in);460 g (1.01 lb);Glass front, aluminum back, aluminum frame;Nano-SIM;Stylus support;IPS LCD, 470 nits (typ);10.4 inches, 307.9 cm(~81.0% screen-to-body ratio);1200 x 2000 pixels, 5:3 ratio (~224 ppi density);Android 10, EMUI 10.1, no Google Play Services;microSDXC;8 MP, AF;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, GALILEO, BDS;No;No;USB Type-C 2.0, OTG;Accelerometer, proximity, compass;Li-Po 7250 mAh, non-removable;Midnight Grey;About 350 EUR;Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;LED flash, HDR;1080p@30fps;8 MP;1080p@30fps;;;Kirin 820 5G (7nm);Mali-G57 (6-core);HDR;;;;;;;;;;;;
https://www.gsmarena.com/huawei_mate_xs_2-11503.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-xs-2.jpg;Huawei Mate Xs 2;Released 2022, May 07;255g / 257g, 5.4mm thickness;EMUI 12, no Google Play Services;256GB/512GB storage, NM;98;1.4%;363,756 hits;"7.8""";2200x2480 pixels;8/12 GB RAM;Snapdragon 888 4G;4880 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41;HSPA, LTE-A;;;2022, April 28;Available. Released 2022, May 07;Unfolded: 156.5 x 139.3 x 5.4 mmFolded: 156.5 x 75.5 x 11.1 mm;255 g / 257 g (8.99 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);;Foldable OLED, 1B colors, 120Hz;7.8 inches, 195.8 cm(~89.8% screen-to-body ratio);2200 x 2480 pixels (~424 ppi density);"EMUI 12, no Google Play Services (International); HarmonyOS 2.0 (China)";NM (Nano Memory), up to 256GB (uses shared SIM slot);50 MP, f/1.8, (wide), PDAF, Laser AF8 MP, f/2.4, 81mm (telephoto), PDAF, OIS, 3x optical zoom13 MP, f/2.2, 120˚ (ultrawide);Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot;5.2, A2DP, LE;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);Yes;No;USB Type-C 3.1, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum;Li-Po 4600 mAh, non-removableLi-Po 4880 mAh, non-removable - 512GB 12GB RAM version only;Black, White, Purple;;Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55);256GB 8GB RAM, 512GB 8GB RAM, 512GB 12GB RAM;Dual-LED dual-tone flash, panorama, HDR;4K@30/60fps, 1080p@30/240fps;10.7 MP, f/2.2;4K@30fps, 1080p@30/240fps;PAL-AL00, PAL-LX9;Folded cover display:OLED, 6.5 inches, 1176 x 2480 pixels;Qualcomm SM8350 Snapdragon 888 4G (5 nm);Adreno 660;HDR;;UFS;;;AnTuTu: 641608 (v9)GeekBench: 3131 (v5.1)GFXBench: 28fps (ES 3.1 onscreen);;;;;;;
https://www.gsmarena.com/huawei_watch_gt_3_porsche_design-11505.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-gt-3-porshe.jpg;Huawei Watch GT 3 Porsche Design;Released 2022, May 20;54g, 10.9mm thickness;HarmonyOS 2.0;Unspecified storage storage, no card slot;11;0.3%;64,758 hits;"1.43""";466x466 pixels; ;;530 mAh Li-Po;N/A;N/A;N/A;No;No;No;2022, April 28;Available. Released 2022, May 20;46.6 x 46.6 x 10.9 mm (1.83 x 1.83 x 0.43 in);54 g (1.90 oz);Sapphire crystal front, titanium frame, ceramic back;No;30m water resistant5 ATMIP68Compatible with standard 22mm strapsECG certified;AMOLED;1.43 inches;466 x 466 pixels (~326 ppi density);HarmonyOS 2.0;No;No;No;5.2, A2DP, LE;GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS;Yes;No;No;Accelerometer, gyro, heart rate, barometer, compass, SpO2, thermometer (body temperature);Li-Po 530 mAh, non-removable;Dark Titanium;About 670 EUR;;Unspecified storage;;;;;ODN-B19;;;;;;;;;;;;;;;;
https://www.gsmarena.com/huawei_watch_gt_3_pro-11504.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-gt-3-pro.jpg;Huawei Watch GT 3 Pro;Released 2022, May 05;50g (43mm) / 54g (46mm), 10.9mm thickness;HarmonyOS 2.0;32GB storage, no card slot;42;1.4%;227,289 hits;"1.43""";466x466 pixels; ;;530 mAh Li-Po;N/A;N/A;N/A;No;No;No;2022, April 28;Available. Released 2022, May 05;46.6 x 46.6 x 10.9 mm (1.83 x 1.83 x 0.43 in);50 g (43mm) / 54 g (46mm) (1.76 oz);Sapphire crystal front, titanium frame or ceramic frame, ceramic back;No;30m water resistant5 ATMIP68Compatible with standard 22mm straps (46mm model), 20mm straps (43mm model)ECG certified;AMOLED;1.43 inches;466 x 466 pixels (~326 ppi density);HarmonyOS 2.0;No;No;No;5.2, A2DP, LE;GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS;Yes;No;No;Accelerometer, gyro, heart rate, barometer, compass, SpO2, thermometer (body temperature);Li-Po 530 mAh, non-removable;Silver;;;32GB;;;;;ODN-B19, FRG-B19;;;;;;;;;;;;;;;;
https://www.gsmarena.com/huawei_watch_d-12030.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-d.jpg;Huawei Watch D;Released 2022, October 12;40.9g, 13.6mm thickness;HarmonyOS 2.1;4GB storage, no card slot;5;0.3%;25,535 hits;"1.64""";456x280 pixels; ;;;N/A;N/A;N/A;No;No;No;2022, May 18;Available. Released 2022, October 12;51 x 38 x 13.6 mm (2.01 x 1.50 x 0.54 in);40.9 g (1.45 oz);Glass front, aluminum frame;No;IP68Blood Pressure Measurement & ECG with built-in pump & inflatable strap;AMOLED;1.64 inches;456 x 280 pixels (~326 ppi density);HarmonyOS 2.1;No;No;No;5.1, LE;GPS;Yes;No;No;Accelerometer, gyro, heart rate, SpO2, thermometer (skin temperature), differential pressure sensor;;Graphite Black;;;4GB;;;;;MLY-B10, MLY-B11, MLY-B19;;;;;;;;;;;;;;;;
https://www.gsmarena.com/huawei_matepad_se-11506.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-matepad-se.jpg;Huawei MatePad SE;Released 2022, May 10;450g, 7.9mm thickness;HarmonyOS 2.0;64GB/128GB storage, microSDXC;11;0.9%;91,669 hits;"10.1""";1200x1920 pixels;4 GB RAM;Kirin 710A;5100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);HSPA, LTE;;;2022, April 28;Available. Released 2022, May 10;240.2 x 159 x 7.9 mm (9.46 x 6.26 x 0.31 in);450 g (0.99 lb);;Nano-SIM;;IPS LCD;10.1 inches, 295.8 cm(~77.4% screen-to-body ratio);1200 x 1920 pixels, 16:10 ratio (~224 ppi density);HarmonyOS 2.0;microSDXC (dedicated slot);5 MP, f/2.2, AF;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.1, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C 2.0, OTG;Accelerometer, proximity;Li-Po 5100 mAh, non-removable;Dark Blue;About 190 EUR;Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);64GB 4GB RAM, 128GB 4GB RAM;HDR;1080p@30fps;2 MP, f/2.4;720p@30fps;Ags3K-W20, Ags3K-AL20;;Kirin 710A (14 nm);Mali-G51 MP4;;;;Tuned by Harman Kardon;;;;;;;;;
https://www.gsmarena.com/huawei_nova_9_se_5g-11490.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-9-se.jpg;Huawei nova 9 SE 5G;Released 2022, April 23;191g, 7.9mm thickness;Android 11, EMUI 12, no Google Play Services;128GB/256GB storage, microSDXC;24;0.6%;201,753 hits;"6.78""";1080x2388 pixels;8 GB RAM;Snapdragon 695 5G;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);HSPA, LTE-A, 5G;;;2022, April 20;Available. Released 2022, April 23;164.6 x 75.6 x 7.9 mm (6.48 x 2.98 x 0.31 in);191 g (6.74 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 120Hz;6.78 inches, 111.4 cm(~89.5% screen-to-body ratio);1080 x 2388 pixels (~387 ppi density);Android 11, EMUI 12, no Google Play Services;microSDXC (uses shared SIM slot);"108 MP, f/1.9, (wide), 1/1.52"", 0.7µm, PDAF8 MP, f/2.2, 112˚ (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS, QZSS;Unspecified;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, compass;Li-Po 4000 mAh, non-removable;Midnight Black, Pearl White, Crystal Blue;About 370 EUR;Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver);128GB 8GB RAM, 256GB 8GB RAM;LED flash, HDR, panorama;1080p@30fps, gyro-EIS;16 MP, f/2.2, 22mm (wide);1080p@30fps;;;Qualcomm SM6375 Snapdragon 695 5G (6 nm) - unconfirmed;Adreno 619;;;;;Virtual proximity sensing;;;SA/NSA;;;;;
https://www.gsmarena.com/huawei_nova_y70_plus-11489.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-y70-plus.jpg;Huawei nova Y70 Plus;Released 2022, May 01;199g, 9mm thickness;EMUI 12, no Google Play Services;64GB/128GB storage, microSDXC;27;2.9%;453,989 hits;"6.75""";720x1600 pixels;4 GB RAM;Unspecified;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM);HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Europe;1, 2, 3, 4, 5, 7, 8, 13, 26, 28, 38, 66 - Europe;HSPA, LTE;;;2022, April 20;Available. Released 2022, May 01;168.3 x 77.7 x 9 mm (6.63 x 3.06 x 0.35 in);199 g (7.02 oz);;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.75 inches, 110.0 cm(~84.1% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~260 ppi density);EMUI 12, no Google Play Services;microSDXC (uses shared SIM slot);48 MP, f/1.8, 26mm (wide), PDAF5 MP, f/2.2, 120˚ (ultrawide)2 MP, f/2.4, (depth);Wi-Fi 802.11 b/g/n, hotspot;5.1, A2DP, LE;GPS, GLONASS, GALILEO, BDS, QZSS;No;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, proximity, compass;Li-Po 6000 mAh, non-removable;Crystal Blue, Midnight Black, Pearl White;;;64GB 4GB RAM, 128GB 4GB RAM;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0;1080p@30fps;MGA-LX9, MGA-LX9N;;Unspecified;;HDR;;;;;;;;;;;;
